,Date (day),Tick,Total Swap Fees Earned (USDC),Representative Liquidity,Daily % Return
18150,2024-11-08,196466,172.734375,1.0610729612106061e+18,1.627921748217227e-14
18151,2024-11-08,196467,2203.5687653160003,1.0610729612106061e+18,2.0767363281049878e-13
18152,2024-11-08,196468,556.8235501830001,1.0610729612106061e+18,5.247740452717836e-14
18153,2024-11-08,196469,178.7109375,1.0610729612106061e+18,1.6842473989357336e-14
18154,2024-11-08,196470,133.39473356700003,1.0610729612106061e+18,1.2571683422674957e-14
18155,2024-11-08,196472,320.691631488,1.0610729612106061e+18,3.0223334606709277e-14
18156,2024-11-08,196474,304.752771471,1.0610729612106061e+18,2.872118908046621e-14
18157,2024-11-08,196475,62.35325635800001,1.0610729612106061e+18,5.876434386459112e-15
18159,2024-11-08,196477,892.2218999970002,1.0610729612106061e+18,8.408676242009226e-14
18162,2024-11-08,196480,858.60985317,1.0610729612106061e+18,8.091902108130146e-14
18163,2024-11-08,196481,279.284807181,1.0610729612106061e+18,2.6320980497171147e-14
18165,2024-11-08,196484,560.232034578,1.0610729612106061e+18,5.2798634500950485e-14
18167,2024-11-08,196486,448.426529235,9.870786627745197e+17,4.5429664944285694e-14
18168,2024-11-08,196487,521.017579158,9.870786627745197e+17,5.278379513275094e-14
18170,2024-11-08,196490,424.192327509,9.870786627745197e+17,4.2974521029222076e-14
18174,2024-11-08,196495,868.590999267,1.0610729612106061e+18,8.18596864701935e-14
18175,2024-11-08,196496,868.620321903,1.0610729612106061e+18,8.186244995932873e-14
18176,2024-11-08,196497,42.46220591999998,1.0610729612106061e+18,4.001817732830901e-15
18178,2024-11-08,196500,130.33302273600003,1.0610729612106061e+18,1.2283134855052725e-14
18179,2024-11-08,196501,200.20204293300003,1.1170180257280753e+18,1.7922901718842702e-14
18180,2024-11-08,196502,341.252494446,1.1170180257280753e+18,3.0550312222899964e-14
18182,2024-11-08,196504,1301.198531133,1.1170180257280753e+18,1.1648858847061805e-13
18183,2024-11-08,196505,348.137875056,1.1170180257280753e+18,3.1166719519059045e-14
18185,2024-11-08,196510,395.359892211,1.1170180257280753e+18,3.53942266914899e-14
18186,2024-11-08,196512,449.83761237899995,1.112793921342021e+18,4.042416154075493e-14
18188,2024-11-08,196514,302.19591234,1.1127950829961619e+18,2.715647444508364e-14
18189,2024-11-08,196516,72.67523325300002,1.1159406328824044e+18,6.512464114267841e-15
18190,2024-11-08,196517,20.743570325999993,9.045362175432707e+19,2.2932824494678316e-17
18192,2024-11-08,196519,1756.498138392,9.045362175432707e+19,1.941877068408235e-15
18197,2024-11-08,196524,625.24448127,1.1947370348268285e+18,5.233323007858597e-14
18199,2024-11-08,196526,587.218732677,1.1422463078727073e+18,5.140911628514015e-14
18200,2024-11-08,196527,41.31501,1.2247893913574874e+18,3.3732338222009565e-15
18203,2024-11-08,196530,286.49271128400005,1.2236963139953574e+18,2.3412076019793173e-14
18204,2024-11-08,196531,45.74577728700001,1.168776428224144e+18,3.9139886964102125e-15
18205,2024-11-08,196532,374.4140625,1.168776428224144e+18,3.2034703426462e-14
18207,2024-11-08,196535,647.1738181110001,1.2463722870804273e+18,5.1924599481185235e-14
18209,2024-11-08,196538,754.265749662,1.290071205327904e+18,5.846698589557965e-14
18210,2024-11-08,196539,324.468712083,1.2026733688329503e+18,2.6978955424768226e-14
18211,2024-11-08,196540,553.645217022,1.290071205327904e+18,4.291586501082141e-14
18213,2024-11-08,196542,1135.755396549,1.290071205327904e+18,8.803819447007338e-14
18214,2024-11-08,196543,18.0,1.2063228439933466e+18,1.4921378708550162e-15
18217,2024-11-08,196546,175.548359253,1.1293601419909175e+18,1.5544054790487885e-14
18218,2024-11-08,196548,543.68033169,1.1293601419909175e+18,4.814056309190805e-14
18220,2024-11-08,196550,532.5131201580001,1.1317228739223599e+18,4.7053314236938565e-14
18223,2024-11-08,196553,443.42714241900006,1.1238537199750552e+18,3.945594827312955e-14
18226,2024-11-08,196556,1187.550190065,1.1317772989238954e+18,1.0492790332463231e-13
18231,2024-11-08,196562,208.936014966,1.1317772989238954e+18,1.8460876990964416e-14
18232,2024-11-08,196563,183.656286828,1.1212488103264655e+18,1.6379619325930537e-14
18233,2024-11-08,196564,157.265625,1.126494912958002e+18,1.3960615639802999e-14
18234,2024-11-08,196565,498.39794946600006,1.1265117266687274e+18,4.424258866260019e-14
18236,2024-11-08,196567,482.68053956400007,1.1317772989238954e+18,4.2648013882495903e-14
18237,2024-11-08,196568,478.8247316639999,1.1317772989238954e+18,4.230732778606454e-14
18238,2024-11-08,196569,210.3515625,1.1285907063476152e+18,1.863842767062535e-14
18240,2024-11-08,196572,289.505338128,1.1317772989238954e+18,2.5579708870575903e-14
18242,2024-11-08,196574,596.24675091,1.2342755318693696e+18,4.830742694922872e-14
18246,2024-11-08,196579,23.223193775999995,1.2901280484093391e+18,1.8000689004965815e-15
18247,2024-11-08,196580,111.622803372,1.2901240645399803e+18,8.652098386506833e-15
18248,2024-11-08,196581,278.643847443,1.2026997984389885e+18,2.316819607059536e-14
18249,2024-11-08,196582,188.776981581,1.271507444330959e+18,1.4846706751318356e-14
18251,2024-11-08,196585,57.227485215000016,1.271507444330959e+18,4.5007589589939e-15
18252,2024-11-08,196586,175.546875,1.271507444330959e+18,1.3806201118418863e-14
18253,2024-11-08,196587,19.708281354,1.271507444330959e+18,1.5499933910626916e-15
18255,2024-11-08,196590,142.017381222,1.271507444330959e+18,1.1169213507572237e-14
18256,2024-11-08,196593,254.42212890599998,1.271507444330959e+18,2.0009487953872866e-14
18259,2024-11-08,196597,539.6484375,1.1317733150545364e+18,4.768167179078578e-14
18261,2024-11-09,195773,117.067493931,1.1317733150545364e+18,1.0343722755590762e-14
18262,2024-11-09,195775,762.890625,1.1307113037704073e+18,6.746997420615741e-14
18267,2024-11-09,195788,785.081065941,1.1293601419909175e+18,6.951556343727542e-14
18268,2024-11-09,195802,126.348990825,1.2895950508325952e+18,9.797571008311942e-15
18269,2024-11-09,195804,1102.688916669,1.289062053255851e+18,8.554195772685119e-14
18273,2024-11-09,195824,618.895814421,1.289062053255851e+18,4.8011328303228126e-14
18275,2024-11-09,195834,170.625,1.289062053255851e+18,1.3236368223627682e-14
18276,2024-11-09,195837,54.653737491,1.1359278269710807e+18,4.811374120196759e-15
18277,2024-11-09,195838,154.1015625,1.134936326901203e+18,1.3577991896757276e-14
18278,2024-11-09,195841,619.3359375,1.1364375943803283e+18,5.449801560267009e-14
18279,2024-11-09,195852,1230.784084437,1.1307113037704073e+18,1.088504271897606e-13
18280,2024-11-09,195873,296.103316314,1.1338946529961457e+18,2.6113829493030206e-14
18281,2024-11-09,195878,137.977636632,1.1307113037704073e+18,1.2202729040729269e-14
18282,2024-11-09,195881,966.5380931340001,1.1307113037704073e+18,8.548053688956993e-14
18283,2024-11-09,195898,60.0,1.1307113037704073e+18,5.306394284723901e-15
18284,2024-11-09,195899,290.561379618,1.1338946529961457e+18,2.5625077148942833e-14
18285,2024-11-09,195904,436.5234375,1.1307113037704073e+18,3.860609123163385e-14
18286,2024-11-09,195912,374.04162208500003,1.1307113037704073e+18,3.308020542801169e-14
18287,2024-11-09,195918,176.57613215400002,1.1307113037704073e+18,1.5616376308010633e-14
18288,2024-11-09,195921,102.82759097700001,1.1307113037704073e+18,9.094062351204664e-15
18289,2024-11-09,195923,113.78557737300001,1.1307113037704073e+18,1.0063185624268275e-14
18290,2024-11-09,195925,2323.251629595,1.1307113037704073e+18,2.0546815282097329e-13
18291,2024-11-09,195966,748.9151146050001,1.1310986162011361e+18,6.62113014619607e-14
18292,2024-11-09,195973,284.8828125,1.1310986162011361e+18,2.5186381489599585e-14
18294,2024-11-09,195980,132.425307837,1.1310193380833146e+18,1.170849192211116e-14
18295,2024-11-09,195982,536.3671875,1.1310232874021503e+18,4.742317806134504e-14
18298,2024-11-09,195987,261.14731816200003,1.1305195121198033e+18,2.309976213257306e-14
18299,2024-11-09,195988,187.10401968000002,1.1305306622786726e+18,1.655010570901963e-14
18301,2024-11-09,195991,858.984375,1.1305306622786726e+18,7.598063490543902e-14
18302,2024-11-09,195992,227.92962462600002,1.1305306622786726e+18,2.016129524223519e-14
18304,2024-11-09,195996,215.516856255,1.1305306622786726e+18,1.9063335780792444e-14
18306,2024-11-09,196000,89.978174526,1.1310232874021503e+18,7.955466127728551e-15
18307,2024-11-09,196001,108.319977174,1.1310232874021503e+18,9.577165950561495e-15
18309,2024-11-09,196006,712.056688098,1.1308848226617604e+18,6.296456313049053e-14
18310,2024-11-09,196008,237.54424734900002,1.1308848102010883e+18,2.1005167388070327e-14
18315,2024-11-09,196020,5132.474108697,1.7514766877299825e+18,2.930369638746942e-13
18316,2024-11-09,196086,141.45710076,1.7514766877299825e+18,8.07644781977297e-15
18317,2024-11-09,196089,675.0,1.1308847229763836e+18,5.968778128185008e-14
18318,2024-11-09,196094,692.578125,1.1308847229763836e+18,6.124215058606493e-14
18320,2024-11-09,196099,473.42432742000005,1.1308847229763836e+18,4.186318179044732e-14
18323,2024-11-09,196103,132.65625,1.1308848226617604e+18,1.1730305981803466e-14
18324,2024-11-09,196105,15.0,1.1308848226617604e+18,1.3263950226774236e-15
18325,2024-11-09,196106,297.405577074,1.1308848226617604e+18,2.6298485143164036e-14
18327,2024-11-09,196108,641.6015625,1.1308848226617604e+18,5.673447460280387e-14
18328,2024-11-09,196109,186.888355719,1.1310193380833146e+18,1.6523886853757156e-14
18330,2024-11-09,196111,501.68576781599995,1.1308847229763836e+18,4.4362237602397665e-14
18333,2024-11-09,196115,206.598763107,1.1308848102010883e+18,1.8268771606390544e-14
18336,2024-11-09,196119,40.5,1.1365560044137792e+18,3.5633967743533566e-15
18337,2024-11-09,196120,171.98878567799997,1.1334052925041151e+18,1.5174517607731705e-14
18338,2024-11-09,196121,118.29417338100001,1.1334052925041151e+18,1.0437058496492816e-14
18339,2024-11-09,196122,359.70561175800003,1.1308847229763835e+18,3.1807451674763835e-14
18342,2024-11-09,196125,307.553750883,1.1308847229763835e+18,2.7195853355729056e-14
18343,2024-11-09,196127,11.556865239000006,1.1308847229763835e+18,1.0219313254655533e-15
18344,2024-11-09,196128,1204.959879795,1.1308847229763835e+18,1.0655019519793827e-13
18345,2024-11-09,196129,121.7578125,1.1308847229763835e+18,1.0766598047194833e-14
18346,2024-11-09,196131,121.40625,1.1308847229763835e+18,1.0735510661110535e-14
18348,2024-11-09,196133,152.34375,1.1308847229763835e+18,1.3471200636528665e-14
18349,2024-11-09,196134,142.8515625,1.1308847229763835e+18,1.2631841212252648e-14
18350,2024-11-09,196135,154.8046875,1.1308847229763835e+18,1.3688812339118743e-14
18353,2024-11-09,196140,1141.024365678,1.1308847229763835e+18,1.0089661151977807e-13
18354,2024-11-09,196141,8.253199892999984,1.1308847229763835e+18,7.298002816129948e-16
18355,2024-11-09,196142,21.428753382,1.1308847229763835e+18,1.8948662889000315e-15
18358,2024-11-09,196145,35.041829283,1.1308847229763836e+18,3.0986208029031605e-15
18359,2024-11-09,196146,121.0546875,1.1310986162011361e+18,1.0702399045148652e-14
18361,2024-11-09,196148,72.57173275500001,1.1374735846273463e+18,6.380080710074303e-15
18363,2024-11-09,196151,832.9070339369999,1.1338946529961457e+18,7.34554159626883e-14
18364,2024-11-09,196152,276.053267211,1.137078002221884e+18,2.427742570620342e-14
18365,2024-11-09,196159,46.530378627,1.137078002221884e+18,4.092100852894723e-15
18366,2024-11-09,196160,224.74396096800004,1.137078002221884e+18,1.976504342963664e-14
18367,2024-11-09,196162,279.03088791000005,1.1374735846273463e+18,2.453075760888239e-14
18368,2024-11-09,196165,302.517294954,1.137078002221884e+18,2.660479706430626e-14
18369,2024-11-09,196167,401.3671875,1.137078002221884e+18,3.529812261917974e-14
18370,2024-11-09,196170,659.765625,1.137078002221884e+18,5.802289937108963e-14
18371,2024-11-09,196173,407.8125,1.1370488384666008e+18,3.58658736725827e-14
18372,2024-11-09,196179,169.921875,1.1373944681462538e+18,1.49395728358818e-14
18374,2024-11-09,196182,693.600545436,1.1373944681462538e+18,6.098152970327373e-14
18376,2024-11-09,196187,24.497208831000012,1.1359278269710807e+18,2.1565814525665e-15
18377,2024-11-09,196188,143.2265625,1.1370194046499935e+18,1.2596668263906117e-14
18378,2024-11-09,196190,470.12772665700004,1.1370196747113176e+18,4.13473695410207e-14
18379,2024-11-09,196193,571.875,1.1370196747113176e+18,5.0295963448934656e-14
18380,2024-11-09,196194,123.515625,1.2953704241967613e+18,9.53515864595952e-15
18382,2024-11-09,196196,363.0375,1.2953704241967613e+18,2.8025767241452482e-14
18385,2024-11-09,196202,335.7421875,1.2953704241967613e+18,2.591862383365657e-14
18386,2024-11-09,196203,544.688053461,1.2953704241967613e+18,4.2048825825149774e-14
18387,2024-11-09,196207,249.559845039,1.2953704241967613e+18,1.9265519760013674e-14
18389,2024-11-09,196211,150.5859375,1.1370196747113176e+18,1.3243916604893654e-14
18390,2024-11-09,196212,1405.5045368219999,1.1370196747113176e+18,1.2361303573562603e-13
18391,2024-11-09,196213,331.43737533,1.1359278269710807e+18,2.917767902682412e-14
18394,2024-11-09,196219,112.76360292599999,1.1370196747113176e+18,9.917471564828461e-15
18395,2024-11-09,196220,121.192810494,1.2953704241967613e+18,9.355842022497136e-15
18397,2024-11-09,196224,81.519957525,1.2953704241967613e+18,6.293177302974879e-15
18399,2024-11-09,196230,206.836787466,1.2953704241967613e+18,1.5967385359616823e-14
18401,2024-11-09,196234,125.57251118699999,1.2953701541354373e+18,9.693948157297962e-15
18402,2024-11-09,196235,292.268487894,1.2953703041695063e+18,2.2562543463691677e-14
18403,2024-11-09,196236,453.981722355,1.2953704241967613e+18,3.5046478897069684e-14
18405,2024-11-09,196240,158.020835175,1.1370196747113176e+18,1.389781009859135e-14
18406,2024-11-09,196243,207.40651357800002,1.1370196747113176e+18,1.824124227495529e-14
18407,2024-11-09,196244,750.5859375,1.1374443308516216e+18,6.59888064093673e-14
18409,2024-11-09,196246,135.8203125,1.1375050988950268e+18,1.194019373029061e-14
18410,2024-11-09,196248,217.30777299599998,1.1370196747113176e+18,1.911205037425347e-14
18412,2024-11-09,196257,118.893112236,1.1375050988950268e+18,1.0452094883046488e-14
18413,2024-11-09,196259,1415.625,1.1375050988950268e+18,1.2444999159785208e-13
18414,2024-11-09,196281,150.35793552,1.1370488384666008e+18,1.3223524833178621e-14
18415,2024-11-09,196283,45.029091372,1.134936326901203e+18,3.967543403509351e-15
18416,2024-11-09,196284,965.625,1.1370196747113176e+18,8.49259710695126e-14
18417,2024-11-09,196298,320.588295054,1.1370196747113176e+18,2.8195492319461877e-14
18418,2024-11-09,196299,93.886665702,1.2953703041695063e+18,7.247863055050738e-15
18419,2024-11-09,196300,494.53125,1.295370184142251e+18,3.817682821898988e-14
18420,2024-11-09,196303,314.6484375,1.2953704241967613e+18,2.429022861897658e-14
18421,2024-11-09,196308,818.0900180190001,1.2953704241967613e+18,6.315490941722594e-14
18422,2024-11-09,196311,186.928819413,1.2953704241967613e+18,1.4430530134182398e-14
18423,2024-11-09,196314,315.278857626,1.2953704241967613e+18,2.4338895788940016e-14
18424,2024-11-09,196317,527.386256937,1.2953704241967613e+18,4.071316181732525e-14
18425,2024-11-09,196319,317.718814479,1.2953704241967613e+18,2.4527255566762872e-14
18427,2024-11-09,196324,136.875,1.2858660798281382e+18,1.0644576612386724e-14
18428,2024-11-09,196326,164.656319268,1.2858660798281382e+18,1.2805090813967738e-14
18430,2024-11-09,196328,308.203125,1.2858660798281382e+18,2.3968524392617368e-14
18432,2024-11-09,196333,386.400025737,1.2858660798281382e+18,3.0049787594416066e-14
18434,2024-11-09,196339,30.90738188099998,1.2858660798281382e+18,2.4036237027988867e-15
18435,2024-11-09,196342,159.038568183,1.2858660798281382e+18,1.2368206197977958e-14
18437,2024-11-09,196344,1059.4879585200001,1.2858660798281382e+18,8.239489128304912e-14
18438,2024-11-09,196352,298.544489202,1.2858660798281382e+18,2.3217385844869772e-14
18440,2024-11-09,196354,157.265625,1.2858660798281382e+18,1.2230326895396389e-14
18441,2024-11-09,196355,525.0,1.2858660798281382e+18,4.082851303381209e-14
18443,2024-11-09,196359,132.3046875,1.2953704241967613e+18,1.0213656652076185e-14
18444,2024-11-09,196361,194.1796875,1.2953704241967613e+18,1.49902826151375e-14
18445,2024-11-09,196363,369.163646301,1.2953704241967613e+18,2.849869345518773e-14
18447,2024-11-09,196369,122.226189678,1.295370064114996e+18,9.435619446826233e-15
18448,2024-11-09,196371,349.175905632,1.295370064114996e+18,2.695568743674488e-14
18449,2024-11-09,196376,86.586818985,1.295370064114996e+18,6.684330708549806e-15
18451,2024-11-10,195477,392.301781548,1.295370064114996e+18,3.028491953116292e-14
18452,2024-11-10,195484,60.0,1.295370064114996e+18,4.631881009307741e-15
18453,2024-11-10,195485,198.724359381,1.295370064114996e+18,1.534112643839501e-14
18455,2024-11-10,195488,152.747341242,1.295370064114996e+18,1.179179181868448e-14
18456,2024-11-10,195491,256.915820808,1.295370064114996e+18,1.9833391856521427e-14
18458,2024-11-10,195495,870.1400939309999,1.2953701541354373e+18,6.717308494047813e-14
18460,2024-11-10,195508,338.0859375,1.2953701541354373e+18,2.6099562076574713e-14
18461,2024-11-10,195513,601.171875,1.295370184142251e+18,4.6409272218819444e-14
18462,2024-11-10,195514,385.546875,1.295370184142251e+18,2.9763451383999213e-14
18465,2024-11-10,195519,39.621227999999995,1.295370064114996e+18,3.0586802256442018e-15
18466,2024-11-10,195520,163.701564507,1.295370064114996e+18,1.2637436130565655e-14
18467,2024-11-10,195523,164.921766873,1.2953701541354373e+18,1.2731632448570112e-14
18469,2024-11-10,195526,197.34375,1.2953701541354373e+18,1.5234545073466835e-14
18470,2024-11-10,195527,1034.426162949,1.295370064114996e+18,7.985564832824245e-14
18472,2024-11-10,195529,67.469864751,1.1370194046499935e+18,5.933923772547147e-15
18473,2024-11-10,195530,442.727404662,1.1370194046499935e+18,3.893754168586806e-14
18475,2024-11-10,195534,422.106320292,1.1370195546840623e+18,3.7123927952961944e-14
18479,2024-11-10,195542,346.27993117799997,1.137019314629552e+18,3.045506146839908e-14
18481,2024-11-10,195545,610.993760496,1.137019314629552e+18,5.3736445162768904e-14
18483,2024-11-10,195547,750.3605193060001,1.137019314629552e+18,6.599364757057554e-14
18486,2024-11-10,195552,371.4355577250001,1.137019314629552e+18,3.2667480045931856e-14
18488,2024-11-10,195555,3.9756161790000117,1.137019314629552e+18,3.4965247536672607e-16
18490,2024-11-10,195558,145.17306345,1.1370194046499935e+18,1.2767861555950168e-14
18492,2024-11-10,195560,378.515625,1.1374442408311803e+18,3.327773014380046e-14
18493,2024-11-10,195561,1833.4696923000004,1.1374442408311803e+18,1.6119205025471876e-13
18494,2024-11-10,195565,171.743533494,1.1359278269710807e+18,1.511922935737469e-14
18497,2024-11-10,195571,1846.815981624,1.1374443308516216e+18,1.6236539508190797e-13
18503,2024-11-10,195585,440.411838825,1.1378691670328086e+18,3.8704962888962916e-14
18504,2024-11-10,195587,141.09375,1.1378691670328086e+18,1.2399821885316257e-14
18505,2024-11-10,195588,162.428178603,1.1378691670328086e+18,1.4274767548764824e-14
18506,2024-11-10,195589,308.62579356,1.1375050988950268e+18,2.7131816275795092e-14
18507,2024-11-10,195590,603.515625,1.1375050988950268e+18,5.305608085504456e-14
18508,2024-11-10,195591,735.458557326,1.1374735846273463e+18,6.465719883657319e-14
18511,2024-11-10,195594,228.618944598,1.1375292260715059e+18,2.0097852376729076e-14
18512,2024-11-10,195595,132.781115019,1.1378691670328086e+18,1.1669277880623992e-14
18516,2024-11-10,195600,752.882456553,1.1374442408311803e+18,6.61907133138092e-14
18517,2024-11-10,195601,556.250701713,1.1374442408311803e+18,4.8903557796074756e-14
18519,2024-11-10,195605,155.227228227,1.1374443308516216e+18,1.3647017618064796e-14
18522,2024-11-10,195608,340.991988675,1.1374443308516216e+18,2.9978784844766354e-14
18523,2024-11-10,195609,2658.076994763,1.1364375943803283e+18,2.33895552902083e-13
18524,2024-11-10,195610,296.3687697000001,1.1364375943803283e+18,2.607875444859801e-14
18525,2024-11-10,195611,42.905128905,1.1364375943803283e+18,3.775405628708993e-15
18528,2024-11-10,195614,568.290189489,1.1378691670328086e+18,4.994336835498543e-14
18531,2024-11-10,195618,469.422642627,1.1384464315595777e+18,4.1233617113097685e-14
18534,2024-11-10,195621,181.659233457,1.1334052925041151e+18,1.602773823789432e-14
18538,2024-11-10,195627,448.75262865299993,1.1365560044137792e+18,3.9483547393202213e-14
18539,2024-11-10,195628,19.317528081,1.1384464315595777e+18,1.696832415253529e-15
18540,2024-11-10,195629,19.168001291999985,1.1384464315595777e+18,1.6836981311225515e-15
18541,2024-11-10,195630,639.0088353900001,1.1384464315595777e+18,5.612989927989942e-14
18543,2024-11-10,195633,562.678998501,1.137908436330279e+18,4.9448530350616184e-14
18545,2024-11-10,195636,1645.725821268,1.1368324458716817e+18,1.447641494790481e-13
18546,2024-11-10,195637,418.43553250199994,1.1364282478029937e+18,3.682023333289566e-14
18547,2024-11-10,195640,657.841319508,1.1368324458716817e+18,5.78661632940632e-14
18549,2024-11-10,195643,189.356659047,1.1364282478029937e+18,1.666243860209167e-14
18550,2024-11-10,195644,246.9140625,1.1364282478029937e+18,2.1727202133293327e-14
18554,2024-11-10,195648,198.87709619700001,1.1362551813449124e+18,1.7502854945101502e-14
18555,2024-11-10,195649,45.731888841,1.1362551813449124e+18,4.0247903456748236e-15
18556,2024-11-10,195650,1844.0639711879999,1.1359297240989143e+18,1.623396176775653e-13
18558,2024-11-10,195652,414.030075,1.1359297240989143e+18,3.6448564221561574e-14
18560,2024-11-10,195654,228.71239453200002,1.1360837133319688e+18,2.0131649793765615e-14
18562,2024-11-10,195656,516.4460353320001,1.1360837133319688e+18,4.545844899204995e-14
18566,2024-11-10,195660,388.00812585299997,1.1367039639793028e+18,3.413449219396448e-14
18567,2024-11-10,195661,300.0,1.1367039639793028e+18,2.6392095876025504e-14
18568,2024-11-10,195663,664.514387154,1.1367039639793028e+18,5.8459758055889e-14
18569,2024-11-10,195664,289.33070829,1.1367039639793028e+18,2.5453479310226827e-14
18571,2024-11-10,195666,977.961946968,1.1367039639793028e+18,8.603488489161341e-14
18572,2024-11-10,195667,434.49701460600005,1.1364944341840083e+18,3.823133677886989e-14
18573,2024-11-10,195668,219.56048613899998,1.1364944341840083e+18,1.931909911170328e-14
18577,2024-11-10,195674,491.817550662,1.1356528170177514e+18,4.330703391847549e-14
18578,2024-11-10,195675,360.766566816,1.1367039639793028e+18,3.1737952734241446e-14
18579,2024-11-10,195676,551.071490055,1.1367039639793028e+18,4.847977200025265e-14
18581,2024-11-10,195679,293.57712419700005,1.1367039639793028e+18,2.5827052029383576e-14
18582,2024-11-10,195680,103.006838688,1.1367039639793028e+18,9.061887875133298e-15
18584,2024-11-10,195682,646.825183485,1.1367039639793028e+18,5.69035741918797e-14
18586,2024-11-10,195684,525.0,1.1367039639793028e+18,4.618616778304463e-14
18587,2024-11-10,195685,252.84746981099997,1.1367039639793028e+18,2.2243915550874584e-14
18589,2024-11-10,195687,82.56277593,1.1367039639793028e+18,7.26334899378457e-15
18591,2024-11-10,195690,575.022864672,1.1367039639793028e+18,5.0586861917767535e-14
18592,2024-11-10,195691,559.236443772,1.1367039639793028e+18,4.9198072804660566e-14
18593,2024-11-10,195692,355.273715334,1.1363870457975516e+18,3.126344291303126e-14
18594,2024-11-10,195694,896.2552236060001,1.1363870457975516e+18,7.886883495552172e-14
18597,2024-11-10,195698,146.501520141,1.1367039639793028e+18,1.2888273885149177e-14
18598,2024-11-10,195699,222.005831574,1.1367039639793027e+18,1.953066397312593e-14
18599,2024-11-10,195701,257.827942791,1.1367039639793027e+18,2.2682065952194974e-14
18604,2024-11-10,195707,238.57109895,1.1367039639793028e+18,2.098797105579056e-14
18605,2024-11-10,195709,417.453511893,1.1367039639793028e+18,3.6724910365545364e-14
18606,2024-11-10,195711,139.96155195900002,1.1367039639793028e+18,1.2312928994197513e-14
18608,2024-11-10,195713,2700.010887183,1.1367039639793028e+18,2.3752982066948806e-13
18610,2024-11-10,195716,324.579657729,1.294632627978025e+18,2.5071178550160058e-14
18611,2024-11-10,195717,332.2265625,1.294632627978025e+18,2.5661840689035933e-14
18613,2024-11-10,195722,518.4164537490001,1.1354362912522985e+18,4.565790769090415e-14
18614,2024-11-10,195726,448.63248433800004,1.1354362912522985e+18,3.951190285129896e-14
18615,2024-11-10,195727,264.370479837,1.1354362912522985e+18,2.3283603128927628e-14
18617,2024-11-10,195729,468.27607625400003,1.1354441617187269e+18,4.124166489571521e-14
18618,2024-11-10,195731,233.82675411900001,1.1354397892373777e+18,2.0593496575987584e-14
18621,2024-11-10,195735,567.1875,1.1354415382299174e+18,4.9953034207662503e-14
18622,2024-11-10,195737,68.078229849,1.1354362912522985e+18,5.9957771627957186e-15
18623,2024-11-10,195738,297.365605617,1.1354362912522985e+18,2.6189545631752595e-14
18625,2024-11-10,195743,311.412062103,1.1356528170177514e+18,2.742141413612434e-14
18626,2024-11-10,195745,409.593965913,1.1354362912522985e+18,3.6073707443440045e-14
18628,2024-11-10,195751,253.2421875,1.1360837133319688e+18,2.229080344416499e-14
18629,2024-11-10,195756,194.8828125,1.1359297240989143e+18,1.715623848602011e-14
18630,2024-11-10,195759,428.01641347500004,1.1354441617187269e+18,3.769594559604848e-14
18631,2024-11-10,195760,1610.348709945,1.1360135557790676e+18,1.4175435686950387e-13
18633,2024-11-10,195771,175.181701782,1.1360135557790676e+18,1.5420740438423905e-14
18634,2024-11-10,195774,388.02783964500003,1.1360188027566866e+18,3.415681489632071e-14
18636,2024-11-10,195781,269.67866109,1.136022300741766e+18,2.3738852742055617e-14
18638,2024-11-10,195786,161.41343952600002,1.1360135557790676e+18,1.4208759983969044e-14
18639,2024-11-10,195788,244.95311153100002,1.1360111792656381e+18,2.1562561707301792e-14
18641,2024-11-10,195790,185.390625,1.1360111792656381e+18,1.6319436673135885e-14
18643,2024-11-10,195792,87.296457981,1.1360111792656381e+18,7.68447173534259e-15
18644,2024-11-10,195793,418.143609777,1.1360111792656381e+18,3.680805412912435e-14
18645,2024-11-10,195794,699.446851671,1.1360111792656381e+18,6.15704197667447e-14
18647,2024-11-10,195800,175.8984375,1.1360111792656381e+18,1.5483865010352063e-14
18648,2024-11-10,195801,485.80196212199996,1.1360111792656381e+18,4.2763836394289823e-14
18650,2024-11-10,195803,258.8671875,1.1360240497343055e+18,2.2787122117753063e-14
18653,2024-11-10,195808,160.96737696600002,1.1360188027566866e+18,1.416942893686207e-14
18654,2024-11-10,195810,313.358891001,1.1364282478029937e+18,2.7574014602928333e-14
18655,2024-11-10,195811,159.375,1.136022300741766e+18,1.4029214030035859e-14
18658,2024-11-10,195814,76.358160642,1.1360188027566866e+18,6.7215578172392676e-15
18659,2024-11-10,195815,42.61929040500001,1.1360188027566866e+18,3.751636002993891e-15
18660,2024-11-10,195816,139.827783258,1.1360240497343055e+18,1.2308523159408735e-14
18661,2024-11-10,195817,352.734375,1.1365629804925563e+18,3.1035180720661365e-14
18662,2024-11-10,195818,205.795583748,1.1354441617187269e+18,1.8124676728839426e-14
18663,2024-11-10,195819,96.53307129600002,1.1354441617187269e+18,8.501789392256636e-15
18664,2024-11-10,195821,453.515625,1.1354441617187269e+18,3.9941693329376176e-14
18667,2024-11-10,195825,2744.3049995280003,1.1356528170177514e+18,2.4164999711219877e-13
18668,2024-11-10,195828,401.61080067,1.1354467852075363e+18,3.537028823385975e-14
18672,2024-11-10,195839,273.6328125,1.1354467852075363e+18,2.409913137848953e-14
18674,2024-11-10,195842,169.274243256,1.1354415382299174e+18,1.490823063597691e-14
18675,2024-11-10,195844,241.640625,1.1354397892373777e+18,2.1281676693952996e-14
